,ae,ah,aw,eh,ei,er,ih,iy,oa,oo,uh,uw
ae,31.935291170928178,39.13476651474517,41.05938054296843,36.14396898805948,43.25881386184664,43.40010550082043,37.39361693027636,46.270844517985026,48.0740920325646,43.95330627434705,41.5606478888451,50.10411545740283
ah,39.13476651474517,29.273170084829705,32.207773489115,37.224235584410216,46.64038839391354,41.93591462947059,43.672673739376435,50.68103360468479,44.29418938808379,41.25687650849047,33.1462519091315,48.60811950460128
aw,41.05938054296843,32.207773489115,30.742831722275067,40.30012414794383,47.87723550400937,41.926355449210796,45.13985651399706,51.30374169913535,42.696342354544925,39.75768214243845,34.575139061173466,46.834894172235174
eh,36.14396898805948,37.22423558441021,40.30012414794385,32.02994138786201,41.836337524551354,41.04178916730912,37.26569114381339,46.629063286950945,45.86616788055485,42.27222629974151,37.780328650145016,48.962391752449335
ei,43.25881386184663,46.64038839391354,47.87723550400937,41.83633752455135,28.7831929164501,41.3807895036695,39.38708053026914,35.1417878881527,42.653447700058656,46.01931760786188,45.649535533310065,44.27116584340229
er,43.40010550082042,41.93591462947059,41.926355449210796,41.04178916730912,41.3807895036695,30.63396100314784,41.9636358423972,44.43916231698398,40.480930235389074,40.39643569627117,42.03833240497069,41.27190160473154
ih,37.39361693027635,43.67267373937644,45.13985651399706,37.2656911438134,39.38708053026914,41.9636358423972,31.714840150104973,39.46872930461478,46.6679346760022,40.953058478625884,42.48725993243982,45.75083139716
iy,46.270844517985026,50.68103360468479,51.30374169913536,46.629063286950945,35.1417878881527,44.439162316983975,39.468729304614776,28.815143322721774,47.06345119281874,47.34643059351437,50.309333092489055,42.56381578709423
oa,48.0740920325646,44.29418938808379,42.696342354544925,45.86616788055485,42.653447700058656,40.48093023538908,46.667934676002204,47.06345119281874,29.67093238851762,42.26572152322346,43.88096436690626,36.79749476396809
oo,43.95330627434705,41.25687650849046,39.75768214243844,42.27222629974151,46.01931760786188,40.39643569627117,40.953058478625884,47.34643059351438,42.265721523223455,32.6039619484276,38.092381221229275,41.32513741226358
uh,41.5606478888451,33.1462519091315,34.575139061173466,37.78032865014502,45.649535533310065,42.03833240497069,42.48725993243982,50.309333092489055,43.88096436690626,38.09238122122927,30.786667236991523,47.86895140217925
uw,50.104115457402834,48.60811950460128,46.83489417223517,48.962391752449335,44.27116584340229,41.271901604731546,45.75083139716,42.56381578709423,36.79749476396809,41.32513741226358,47.86895140217925,32.13622572414561
