,ae,ah,aw,eh,ei,er,ih,iy,oa,oo,uh,uw
ae,31.012041868698226,38.85899384020297,41.07232291467346,33.11720370949185,40.91275927911629,41.85694288059412,35.84001758272335,45.501280244750916,46.78528351568518,42.45518227250748,39.917361305256286,49.096881018859555
ah,38.85899384020297,30.648238188390486,33.046098140409576,38.56127845906352,46.51249322322379,42.45398879970438,43.938017995639115,51.51310833606844,44.35673674664131,40.903842386736585,33.15913781408145,48.69886423895517
aw,41.07232291467346,33.046098140409576,30.404331895510087,41.35218165189938,47.96481931485676,42.16339051307695,45.233516066882224,52.14351023651979,41.67107778562721,39.21360510730666,33.649440411269914,46.421048783747615
eh,33.11720370949185,38.56127845906352,41.352181651899386,29.719502349908293,40.363631971479315,40.68627670050053,35.28809124779717,45.84141394658073,46.00542155027467,40.80006435500003,37.406901476308825,48.46970859015307
ei,40.91275927911629,46.5124932232238,47.964819314856754,40.36363197147931,28.488633727831566,40.93834975045563,39.424549855996304,36.036379556864,43.35081815640153,45.326043602082734,45.45729350353935,44.86743116373534
er,41.85694288059412,42.45398879970438,42.16339051307694,40.68627670050053,40.938349750455636,30.599766119106036,41.88503829607203,45.23310149876195,40.50848154725938,39.742676154576486,41.05063477490116,41.261717375570534
ih,35.84001758272334,43.93801799563912,45.233516066882224,35.288091247797176,39.424549855996304,41.88503829607203,29.836483639853476,39.817386127394165,46.622754153757874,39.51081795035105,41.37785729361123,45.90122429655002
iy,45.501280244750916,51.51310833606844,52.143510236519795,45.84141394658073,36.036379556864,45.23310149876194,39.817386127394165,30.285141335051865,47.876963794012134,47.48109233144799,50.354701716924154,43.71157602176043
oa,46.78528351568518,44.35673674664131,41.67107778562721,46.00542155027467,43.35081815640154,40.508481547259365,46.622754153757874,47.87696379401213,30.42338018743095,40.6875387316709,42.63960898317555,36.94289606177975
oo,42.45518227250748,40.903842386736585,39.21360510730666,40.800064355000025,45.326043602082734,39.74267615457649,39.51081795035104,47.48109233144799,40.6875387316709,31.259709226395653,36.149535077591196,40.231942978466115
uh,39.91736130525629,33.15913781408145,33.649440411269914,37.406901476308825,45.45729350353935,41.05063477490116,41.37785729361122,50.354701716924154,42.63960898317555,36.149535077591196,29.77328994070289,46.313412231487085
uw,49.09688101885955,48.698864238955174,46.42104878374762,48.46970859015306,44.86743116373534,41.261717375570534,45.90122429655002,43.71157602176043,36.94289606177975,40.23194297846612,46.313412231487085,32.13294872951177
