,ae,ah,aw,eh,ei,er,ih,iy,oa,oo,uh,uw
ae,9.04342482236582,9.335918964583897,9.163144180401504,9.230486587898843,9.421515621371773,9.43832180101483,9.192947286249158,9.867798060834454,9.64592824592461,9.399169634166295,9.333660895310588,10.176797955266029
ah,9.335918964583895,8.962140911861574,8.839847953462025,9.387095416286623,9.617546198456731,9.43593420578506,9.454041136673062,9.842883292685233,9.473584974783622,9.373959389899388,8.959788737519041,10.097722645740125
aw,9.163144180401504,8.839847953462025,8.47144571743296,9.318849857532118,9.443385954503878,9.212127533252612,9.310838265468037,9.68713135240896,9.090775958161581,9.089912465073155,8.77144297569031,9.7499444021499
eh,9.230486587898843,9.387095416286622,9.318849857532118,8.849500560207114,9.49849853072868,9.338805712385208,8.873133917355174,9.566995384277845,9.47218117941205,9.123653956339206,8.75739572889721,10.101337047547071
ei,9.421515621371773,9.61754619845673,9.443385954503881,9.498498530728682,8.630508004431533,9.171757840329041,9.182735314296766,9.084328495170233,8.975595562160485,9.417590554220384,9.429249413611958,9.674231689563431
er,9.43832180101483,9.435934205785061,9.212127533252612,9.338805712385208,9.171757840329041,8.798353912195422,9.102780410800682,9.373379438821527,9.005657659360182,9.002001533471242,9.085180455920199,9.513422353006526
ih,9.192947286249158,9.454041136673062,9.310838265468037,8.873133917355174,9.182735314296764,9.10278041080068,8.412746652936189,9.03135561196738,9.21055412596742,8.690766015579372,8.776384340324071,9.680270565431895
iy,9.867798060834454,9.842883292685233,9.68713135240896,9.566995384277845,9.084328495170233,9.373379438821527,9.03135561196738,8.495738152277191,9.140723019649062,9.241157920424614,9.259884412523549,9.462094744227954
oa,9.64592824592461,9.473584974783622,9.090775958161583,9.47218117941205,8.975595562160485,9.005657659360182,9.21055412596742,9.140723019649062,8.24424314053444,9.028435898445183,8.94148093539506,9.20444532878893
oo,9.399169634166293,9.373959389899388,9.089912465073155,9.123653956339206,9.417590554220386,9.002001533471242,8.690766015579372,9.241157920424614,9.028435898445181,8.352622039707995,8.605263197341937,9.48018761261599
uh,9.333660895310588,8.959788737519041,8.77144297569031,8.75739572889721,9.42924941361196,9.0851804559202,8.776384340324071,9.259884412523549,8.94148093539506,8.605263197341937,8.116063386373366,9.736817333969682
uw,10.176797955266029,10.097722645740125,9.749944402149898,10.101337047547073,9.674231689563431,9.513422353006526,9.680270565431897,9.462094744227954,9.20444532878893,9.480187612615989,9.736817333969682,9.402674685010478
