,ae,ah,aw,eh,ei,er,ih,iy,oa,oo,uh,uw
ae,28.658953667410596,35.71642393254781,36.9411472442487,29.83766625303488,39.675610208718375,41.2113695835478,36.70062266260793,47.984162977819345,44.825200653576154,40.815245854582635,35.62071674245509,50.747868203008096
ah,35.716423932547805,27.410339515787598,29.429971090050998,35.27658783615568,45.392593855810574,40.84150783093707,44.96203729634342,52.103768546672406,42.63924070191783,39.707571572052494,30.14840123020972,49.451745517496384
aw,36.9411472442487,29.429971090050998,26.269657806587436,36.820461265489236,44.27579674731773,40.80500303882081,44.325414105386116,50.339543657285006,37.73235240328754,36.384178208598314,28.96555107792498,45.89736515013721
eh,29.83766625303488,35.27658783615567,36.820461265489236,28.30724306632266,38.4851294919124,39.18648584908642,35.811619607203376,47.41436480512251,44.22278375532985,39.46071082059976,33.59849853557834,49.50180337980214
ei,39.675610208718375,45.392593855810574,44.27579674731773,38.4851294919124,27.95594266414553,41.37217081340337,32.12159188286619,32.84536957979263,40.23881111395975,39.10570537343685,41.46253573802429,41.30505210727049
er,41.2113695835478,40.84150783093707,40.80500303882081,39.18648584908642,41.37217081340337,27.442310866362707,38.53749199240708,47.106454089115424,40.58491719623847,35.23588518847463,38.03131970542171,42.413806736179446
ih,36.70062266260793,44.96203729634342,44.32541410538612,35.81161960720337,32.121591882866184,38.53749199240708,28.040865334034955,36.673692434930935,42.422292024969664,37.117489445903544,41.07300066344213,42.479203108520615
iy,47.984162977819345,52.103768546672406,50.339543657285006,47.41436480512251,32.84536957979263,47.106454089115424,36.673692434930935,25.962480359294332,42.97264257449208,43.197313043214365,48.81359035689989,38.431908995854066
oa,44.825200653576154,42.63924070191783,37.73235240328754,44.22278375532985,40.23881111395974,40.58491719623847,42.422292024969664,42.97264257449208,26.09110033600323,35.32064373442376,40.38011771924659,32.735004893145344
oo,40.815245854582635,39.707571572052494,36.38417820859832,39.46071082059975,39.10570537343685,35.23588518847463,37.11748944590355,43.197313043214365,35.32064373442377,28.949325456827335,34.68588991733742,37.50337573852804
uh,35.62071674245508,30.14840123020972,28.96555107792498,33.59849853557834,41.46253573802429,38.03131970542171,41.07300066344214,48.81359035689989,40.38011771924659,34.68588991733741,26.972554861705692,47.14166208307736
uw,50.747868203008096,49.451745517496384,45.89736515013722,49.50180337980214,41.3050521072705,42.41380673617944,42.47920310852061,38.431908995854066,32.735004893145344,37.50337573852804,47.14166208307736,28.248814452537843
