,ae,ah,aw,eh,ei,er,ih,iy,oa,oo,uh,uw
ae,28.14936280718392,34.257978240188606,35.55301256394611,29.855520605512133,39.009625778822084,38.71091820957414,34.70522644557228,44.19344495686464,43.08226194600046,38.89792951798947,34.8409173489618,47.005015496392105
ah,34.25797824018861,26.8764593940209,28.715622866272245,33.46098834424286,45.04999388902484,38.935425143052484,42.644167130718444,50.50503417832519,41.165162742563936,38.12335064894238,29.579735178468066,47.02225612301266
aw,35.55301256394611,28.71562286627225,25.974439921447726,35.0978314652275,44.22644552702471,38.577589923476914,42.156219650745605,48.63409527260731,36.95891830519539,35.079968596490474,28.944619588424825,43.26036524578653
eh,29.855520605512133,33.46098834424286,35.09783146522749,27.630353471857266,37.92986541959138,36.23966985845715,34.077855375536245,44.70630469369571,41.7002691973437,37.02966349587238,31.911957017199484,46.29109763976782
ei,39.0096257788221,45.04999388902483,44.226445527024715,37.92986541959138,27.883939047941674,38.160378801451074,32.708786877900046,31.650275032118174,38.682814001745626,39.2567394347836,41.82357299722115,39.12626134149455
er,38.71091820957414,38.935425143052484,38.577589923476914,36.23966985845715,38.160378801451074,27.079310279307176,35.90576005363361,42.52736366261902,37.1167326090278,33.06681826989949,36.104681003729695,38.2216433743321
ih,34.70522644557228,42.644167130718444,42.156219650745605,34.077855375536245,32.708786877900046,35.905760053633614,27.844879949841907,35.38140765298943,41.13884667524109,35.753305956249896,39.43667710334372,40.6914157251064
iy,44.19344495686464,50.50503417832519,48.63409527260731,44.70630469369571,31.650275032118174,42.52736366261902,35.38140765298943,25.341336131795472,41.422478727276115,41.97244524073356,48.22311002445393,36.4699961632233
oa,43.08226194600046,41.16516274256394,36.95891830519539,41.70026919734371,38.682814001745626,37.1167326090278,41.13884667524109,41.422478727276115,26.699379500114112,35.21922554242408,38.7754030807548,32.40037613979108
oo,38.89792951798947,38.123350648942385,35.07996859649047,37.02966349587237,39.2567394347836,33.06681826989949,35.753305956249896,41.97244524073356,35.21922554242407,28.11079673581424,33.22613947340703,36.24161395779626
uh,34.8409173489618,29.57973517846806,28.94461958842483,31.911957017199484,41.82357299722115,36.104681003729695,39.43667710334372,48.223110024453945,38.7754030807548,33.22613947340703,26.579472446918384,44.74149058891903
uw,47.005015496392105,47.02225612301266,43.26036524578653,46.29109763976781,39.12626134149455,38.22164337433211,40.6914157251064,36.4699961632233,32.400376139791085,36.24161395779626,44.74149058891903,27.94312690926263
