,ae,ah,aw,eh,ei,er,ih,iy,oa,oo,uh,uw
ae,25.201991539928148,33.49878198766227,35.52779916693513,26.23647971648263,35.12590431491234,35.93429812565238,31.563432747855952,43.2565175347135,41.69483676672456,36.47432974081072,32.96354728087924,46.31125710690229
ah,33.49878198766226,27.143963707204893,29.16257717560953,33.57565945969797,42.81083876797982,38.41775416791497,41.9198453288749,50.49984830632626,40.13084065719559,36.84838439246123,29.03255238005803,46.23499543731525
aw,35.527799166935125,29.16257717560953,25.622358628773537,35.780865819771115,42.74777585701756,37.87233310573202,41.9303850880204,48.75164879360498,34.91998878563037,33.79614884762775,28.115700597327574,41.5222389974864
eh,26.23647971648263,33.57565945969795,35.780865819771115,25.05339210100041,34.678519288135796,34.41973951956243,30.425353906057346,43.35001333508928,41.14327884806771,34.44094242856828,31.3210485927719,45.39525239762265
ei,35.12590431491235,42.81083876797982,42.74777585701755,34.678519288135796,26.152865817117274,36.39069507059293,31.066391030076822,32.52026706692914,38.91989047924123,37.919462461524425,39.931956579710295,40.66114316022449
er,35.93429812565238,38.41775416791497,37.87233310573202,34.41973951956243,36.39069507059293,26.699470461739658,34.8724976658355,42.59405700519639,36.68806223200631,32.1621766723719,34.43793422869771,37.69360798770496
ih,31.563432747855952,41.9198453288749,41.9303850880204,30.425353906057346,31.066391030076822,34.8724976658355,25.633022325859987,35.404477333277256,41.29165920978208,34.479194215066684,37.7482040892304,41.72707103401069
iy,43.2565175347135,50.49984830632625,48.75164879360498,43.35001333508927,32.52026706692913,42.59405700519639,35.404477333277256,28.247310025595855,43.138305084432,42.35384554939706,47.45507089860609,40.199704409726394
oa,41.69483676672456,40.13084065719559,34.91998878563037,41.1432788480677,38.91989047924124,36.68806223200631,41.291659209782075,43.138305084432,27.48798755098915,33.8034270160091,36.34977000399872,32.93059779671685
oo,36.47432974081071,36.84838439246123,33.79614884762775,34.44094242856827,37.91946246152442,32.1621766723719,34.47919421506669,42.35384554939706,33.8034270160091,27.072007064915972,30.6752016879811,34.818234622895226
uh,32.96354728087925,29.03255238005803,28.115700597327574,31.3210485927719,39.931956579710295,34.43793422869771,37.7482040892304,47.45507089860609,36.34977000399872,30.675201687981097,25.669468533900396,41.704296185209955
uw,46.31125710690229,46.234995437315256,41.522238997486404,45.39525239762265,40.66114316022449,37.69360798770496,41.72707103401069,40.1997044097264,32.93059779671685,34.81823462289522,41.704296185209955,29.60887354445563
