,ae,ah,aw,eh,ei,er,ih,iy,oa,oo,uh,uw
ae,35.33972238840701,43.167096885019745,44.37364002767013,37.47809613511975,44.33272967645288,45.763679168464755,39.420967983239706,47.698617342165015,48.5421874382484,45.086524526078975,43.69808553538262,50.29910184679314
ah,43.167096885019745,36.37137981988937,38.657512710431135,42.622143424261985,48.73691238711371,46.679421378721905,46.38382342372821,51.53732374366327,47.41177382911038,44.68920731409693,38.35499353804591,50.18982965134946
aw,44.37364002767013,38.657512710431135,36.15964554717485,44.65859603159673,49.46012823922879,46.35117198440421,46.86694852367031,51.39872994059471,45.303544890784366,42.905128176932685,38.57890297099797,48.52433558181576
eh,37.47809613511975,42.622143424261985,44.65859603159673,34.085258577123525,44.08378747874756,44.52193663057054,38.41660361609419,47.62883240694456,48.0276777428906,43.261671184716775,41.021250527741756,49.511125521996505
ei,44.33272967645288,48.73691238711371,49.46012823922878,44.08378747874757,34.56675394077018,45.4116007351047,43.06442069515554,41.48352890305472,44.96053910378584,48.13608894625045,48.184264254977506,47.2930555696832
er,45.763679168464755,46.679421378721905,46.35117198440422,44.52193663057053,45.4116007351047,36.42630809458152,45.5578497091145,48.58895459948816,44.65307023171473,44.10841886932525,45.296230617838326,45.716990314983235
ih,39.420967983239706,46.38382342372821,46.86694852367032,38.41660361609419,43.06442069515552,45.5578497091145,33.29051969281086,43.04916366655428,47.88224691246881,42.078698333942036,43.586099438487054,47.60205429645552
iy,47.698617342165015,51.537323743663265,51.39872994059471,47.628832406944554,41.483528903054726,48.58895459948817,43.04916366655428,35.47770705030103,48.50721947114351,48.91584183546842,50.47286247515757,45.74956048291435
oa,48.542187438248405,47.41177382911038,45.30354489078437,48.0276777428906,44.960539103785834,44.653070231714715,47.8822469124688,48.50721947114351,35.75651914983195,44.24477225462361,45.81989844638318,41.43109514870081
oo,45.08652452607897,44.68920731409693,42.905128176932685,43.261671184716775,48.13608894625045,44.10841886932525,42.078698333942036,48.91584183546842,44.24477225462361,35.70552385498896,40.08434450920838,44.28242861730867
uh,43.69808553538262,38.35499353804591,38.57890297099797,41.021250527741756,48.184264254977506,45.296230617838326,43.586099438487054,50.47286247515757,45.819898446383185,40.08434450920838,34.6169682645109,48.13099116202455
uw,50.29910184679314,50.18982965134946,48.52433558181577,49.511125521996505,47.2930555696832,45.71699031498325,47.602054296455506,45.74956048291435,41.43109514870081,44.28242861730866,48.13099116202455,37.990136204795064
