,ae,ah,aw,eh,ei,er,ih,iy,oa,oo,uh,uw
ae,35.72747953355143,43.35991567095217,44.531734704471766,40.21746427012939,45.987429799727224,47.45906743008648,40.6869707268976,48.32255168116492,50.025567019572506,46.27360320497166,44.69433042832835,51.13568236760959
ah,43.35991567095217,35.29687816069269,37.70624408840967,41.936095953582935,48.600374112287255,46.188502688826055,46.4776122862025,50.91015015296172,47.339925077240416,45.081853081762944,38.16218145198055,49.88471790972868
aw,44.53173470447176,37.70624408840967,35.992440700494086,44.26811546663663,49.35272905125856,46.34175918761947,47.35919889666717,51.20173532678579,45.91074345871069,43.284603991569945,39.13498326332518,48.62693725280842
eh,40.21746427012939,41.936095953582935,44.26811546663663,36.44107257952759,44.899285452585794,44.97198527280131,40.5257762214602,48.32808981717288,48.285757328798795,44.80810255147364,41.18741773254835,49.916142186385315
ei,45.987429799727224,48.600374112287255,49.35272905125856,44.899285452585794,34.38130559618085,45.530044780866334,42.79833829013396,40.30849399557914,44.56911501151266,48.210679592397,47.884561746240706,46.41795120366059
er,47.45906743008648,46.18850268882605,46.34175918761947,44.97198527280131,45.53004478086635,36.78510790561408,45.784912570972786,48.061513200609454,44.886130597923604,44.78711303039379,45.88320300349953,45.5254398609066
ih,40.6869707268976,46.4776122862025,47.35919889666717,40.5257762214602,42.79833829013396,45.78491257097279,34.84752391453816,42.698296159834776,48.605207145073976,43.32284094788109,44.530944537015166,47.53395237176459
iy,48.32255168116492,50.91015015296172,51.20173532678578,48.32808981717288,40.30849399557914,48.06151320060946,42.69829615983478,34.42118504785991,48.374481982468915,49.08816051573492,50.716882019958184,44.753016514766735
oa,50.02556701957251,47.33992507724042,45.910743458710684,48.285757328798795,44.56911501151266,44.88613059792362,48.605207145073976,48.374481982468915,35.49439737190942,45.66380752106277,46.62756513457619,41.45387475104581
oo,46.27360320497166,45.08185308176294,43.284603991569945,44.80810255147363,48.21067959239699,44.78711303039379,43.32284094788109,49.08816051573491,45.66380752106278,36.75738185792772,41.38826443771322,45.134664529198886
uh,44.69433042832835,38.162181451980544,39.13498326332518,41.18741773254835,47.884561746240706,45.88320300349953,44.530944537015166,50.71688201995819,46.62756513457619,41.388264437713225,35.03898443386329,49.127309082730946
uw,51.13568236760959,49.88471790972868,48.62693725280842,49.916142186385315,46.41795120366059,45.5254398609066,47.533952371764585,44.753016514766735,41.45387475104581,45.134664529198886,49.12730908273094,37.69974545623363
