,ae,ah,aw,eh,ei,er,ih,iy,oa,oo,uh,uw
ae,35.1449876668471,40.64638116444346,41.68632472261757,36.80611140701489,41.88507146561863,42.8149824114927,39.106064049264106,44.91125108198478,45.43823848933893,43.44688982013045,41.42243397516706,46.806178657162285
ah,40.64638116444346,34.72623827765395,36.60732870973039,40.71617835051909,45.17391209048684,43.787219343129294,43.90971102917793,47.67453360363527,44.2576585775533,42.28711704088505,36.59894212012093,46.26145590046821
aw,41.68632472261756,36.60732870973039,34.75329117632651,42.49899486594649,45.601309242851954,43.510122740582254,44.43714045426565,47.52945529672825,42.31898693122464,41.130381952030056,37.201143051110535,44.77009799085489
eh,36.80611140701489,40.71617835051909,42.49899486594649,33.82050443680375,42.11257983445758,42.3067060743328,38.6560349272596,45.29145213101915,45.50157937717065,42.46321846344862,39.580666424490765,46.59241113159606
ei,41.88507146561864,45.17391209048684,45.601309242851954,42.11257983445757,33.67269222972347,42.54612956407617,41.596088181755206,39.20040972116866,42.32414617478834,45.66217142684211,45.14611573199856,43.72964783556717
er,42.814982411492686,43.787219343129294,43.510122740582254,42.3067060743328,42.54612956407616,35.194567792850684,43.67026273436341,45.138037048981396,42.101269816537055,42.534532411731384,43.03627575947228,42.893605332257906
ih,39.10606404926411,43.90971102917793,44.43714045426565,38.6560349272596,41.59608818175521,43.67026273436341,33.54528371883,40.66918734006536,45.196237528647686,40.07310865437369,41.38344144572207,44.18133292492935
iy,44.91125108198478,47.67453360363527,47.52945529672826,45.291452131019135,39.20040972116866,45.13803704898138,40.66918734006536,33.76020166834024,44.618886567722434,45.1211110763023,46.844244718183965,41.541469459327175
oa,45.43823848933893,44.25765857755331,42.31898693122464,45.50157937717066,42.32414617478834,42.101269816537055,45.19623752864769,44.618886567722434,34.80025050826899,41.639559438507426,43.04134192764865,39.16422284767076
oo,43.44688982013045,42.28711704088504,41.130381952030056,42.46321846344863,45.66217142684211,42.534532411731384,40.07310865437369,45.121111076302306,41.63955943850743,34.29494165555939,38.23052771418472,40.733799613560464
uh,41.42243397516707,36.598942120120924,37.201143051110535,39.580666424490765,45.14611573199856,43.03627575947228,41.38344144572208,46.84424471818396,43.04134192764865,38.23052771418471,33.328815470749674,44.433550396008414
uw,46.806178657162285,46.26145590046821,44.77009799085489,46.59241113159606,43.72964783556717,42.893605332257906,44.18133292492935,41.541469459327175,39.16422284767076,40.73379961356047,44.433550396008414,35.67350067593927
