,ae,ah,aw,eh,ei,er,ih,iy,oa,oo,uh,uw
ae,35.29914940470015,40.62792927565734,41.88360926571072,39.566292605516686,43.03254676163823,44.02328089097336,39.37505894476292,45.23603439622532,46.335240775502285,43.72532247032784,42.04981504171467,47.43872737894409
ah,40.62792927565733,33.97426658420857,36.29616135849493,40.61840970316154,44.79548605148407,43.25198077904984,43.668642811844556,47.09428087089382,43.913623421046736,42.67025994899011,36.67312753394189,46.270039998046386
aw,41.88360926571071,36.29616135849492,35.18774995751113,42.883536153017985,45.449865281615125,43.666730289943345,44.84361843933734,47.56569817394439,42.9417907014405,41.9784819031976,38.19599487457174,45.5342968415249
eh,39.566292605516686,40.61840970316154,42.883536153017985,36.001790396868515,43.07732051602745,42.713783689183416,40.35422257194496,46.24002319962942,45.97292579153081,43.978698181886706,40.46008317523701,47.599138451163014
ei,43.03254676163823,44.795486051484076,45.449865281615125,43.07732051602745,32.9971852355338,42.39318694944467,40.86450343929869,38.15875520011266,41.51805519305129,45.244891797818354,44.49723788068756,43.07056239159809
er,44.02328089097337,43.251980779049845,43.666730289943345,42.713783689183416,42.393186949444676,35.03713204361564,43.8046677398151,44.58295988752215,42.14040628776456,43.20088375370647,43.77377907735988,42.9935059758439
ih,39.37505894476292,43.668642811844556,44.84361843933734,40.35422257194496,40.86450343929869,43.80466773981509,34.62265907148863,40.4275561230673,45.63586239181492,41.07516289090966,41.85269203390638,44.36383470434325
iy,45.23603439622533,47.09428087089382,47.56569817394439,46.24002319962943,38.15875520011266,44.58295988752216,40.4275561230673,33.189526604855345,44.39262682383855,45.338549621888845,47.03038316304254,41.14820637495957
oa,46.335240775502285,43.913623421046736,42.941790701440496,45.972925791530805,41.51805519305129,42.14040628776456,45.63586239181492,44.39262682383855,34.20979535322928,43.03103364415449,43.83356880321871,39.38420843962816
oo,43.725322470327846,42.6702599489901,41.9784819031976,43.978698181886706,45.244891797818354,43.20088375370647,41.07516289090966,45.33854962188885,43.03103364415448,35.952218330592345,39.586055223876,42.17608176540666
uh,42.049815041714666,36.67312753394189,38.19599487457174,40.46008317523701,44.49723788068755,43.77377907735988,41.85269203390638,47.03038316304255,43.83356880321871,39.586055223876,34.00800023339033,45.83528022957897
uw,47.43872737894409,46.270039998046386,45.53429684152489,47.59913845116301,43.07056239159809,42.9935059758439,44.36383470434325,41.14820637495957,39.38420843962817,42.17608176540666,45.83528022957897,36.161747368112536
