,ae,ah,aw,eh,ei,er,ih,iy,oa,oo,uh,uw
ae,47.4256711831046,51.020783822771506,51.091484239484934,50.382857007861055,54.38025434910118,54.16307797531137,52.3820539603491,56.58439880697347,57.25007187065725,54.52801246496998,53.44941743487798,58.38590895537219
ah,51.020783822771506,45.59497603962445,46.465852476812394,51.00272706219566,56.138989109887284,53.77812367445494,55.75936254254918,57.891058476602026,55.64494066515194,54.0080376278188,49.253134947527926,57.65880649390372
aw,51.09148423948493,46.46585247681239,44.67315801859042,52.00980475634976,55.683636037554884,53.16160023916653,55.39292955076303,56.966452736605845,53.67567204542974,51.97279258340685,49.245621527654095,55.398682070158536
eh,50.38285700786105,51.00272706219566,52.00980475634976,48.6373953034029,54.13083838308743,53.16915771967073,52.40372344266554,57.294300222399535,56.32032639731969,54.308413828084035,51.49752280172308,58.3067910260759
ei,54.38025434910118,56.13898910988729,55.683636037554884,54.13083838308743,45.79722983712188,52.32807115742476,52.402270050485775,49.25404997377651,51.8145467812855,55.03774980581266,56.068072580032656,52.438014243104455
er,54.16307797531137,53.778123674454946,53.16160023916653,53.16915771967073,52.32807115742476,47.249952472553055,52.73547259903887,54.27783945969656,51.82395161841093,51.439991020348806,53.522187061721596,52.18369554541231
ih,52.3820539603491,55.75936254254918,55.39292955076303,52.40372344266554,52.402270050485775,52.73547259903887,48.96769398040286,52.7571726250482,55.85999266647097,52.457234556127155,54.71010258000682,55.17220001106847
iy,56.58439880697347,57.891058476602026,56.966452736605845,57.29430022239954,49.2540499737765,54.27783945969656,52.7571726250482,45.17626991921489,54.638435251353386,55.27875485977244,58.114598594370214,50.946530075048365
oa,57.25007187065726,55.64494066515194,53.67567204542974,56.32032639731969,51.8145467812855,51.82395161841094,55.85999266647097,54.638435251353386,45.76640598148399,53.648267097308604,55.36872618705531,48.930553329647815
oo,54.52801246496998,54.0080376278188,51.97279258340685,54.30841382808403,55.03774980581266,51.43999102034881,52.457234556127155,55.278754859772434,53.64826709730861,47.81970581937753,52.230280003268774,52.563145278485635
uh,53.44941743487798,49.253134947527926,49.245621527654095,51.49752280172307,56.068072580032656,53.522187061721596,54.71010258000682,58.114598594370214,55.36872618705531,52.230280003268774,48.811858287346574,57.415381675783706
uw,58.38590895537219,57.65880649390372,55.398682070158536,58.3067910260759,52.438014243104455,52.18369554541231,55.17220001106847,50.946530075048365,48.930553329647815,52.563145278485635,57.41538167578369,45.37168891973271
