,ae,ah,aw,eh,ei,er,ih,iy,oa,oo,uh,uw
ae,47.12983416591598,51.937632719714436,51.76085519139876,50.35725351293234,53.00671832503135,53.43882590935748,51.01717430489355,58.17984925920647,56.43629512967716,54.471091286274216,53.46513480959986,59.46015132537694
ah,51.93763271971444,48.6083732716859,48.90473694255519,54.17796579511691,56.71726681820319,54.977560710228595,55.863251214542274,60.52630313708408,56.48209733243372,55.319056310006104,51.2775985712154,60.15881690102802
aw,51.76085519139876,48.90473694255519,46.04939427616457,54.33857500112629,56.0410037751475,53.53472363722073,55.04139461759733,59.32648043730842,53.426789542566254,52.93275299248274,49.912540989697256,57.41825637832429
eh,50.357253512932346,54.17796579511691,54.33857500112629,50.454370607240534,54.724776475854206,54.41806584586283,51.94516377839127,59.410073846163215,57.33719656412002,55.35313177675619,53.06630145366952,61.02397549790067
ei,53.00671832503134,56.71726681820319,56.0410037751475,54.724776475854206,46.11740284098672,52.49096577386487,52.221480830159194,52.0942470471473,52.77071459651292,55.859475313344845,56.85161277387405,55.87212068131225
er,53.43882590935748,54.977560710228595,53.534723637220736,54.41806584586283,52.49096577386486,47.5657206141732,52.717400432191425,56.734980473790976,52.49509918875157,52.172133993324735,53.87651040751826,54.581538588246794
ih,51.01717430489355,55.86325121454227,55.04139461759733,51.945163778391276,52.221480830159194,52.71740043219141,47.215354780678126,54.27472857701057,55.37288752800323,51.93918129173459,53.91375725173349,56.92842153937575
iy,58.17984925920647,60.52630313708408,59.32648043730842,59.410073846163215,52.0942470471473,56.734980473790976,54.27472857701057,49.82274658806834,56.54606391354569,57.68974292896297,59.68934700292143,55.7487795967999
oa,56.43629512967716,56.482097332433725,53.426789542566254,57.33719656412001,52.77071459651291,52.49509918875157,55.372887528003226,56.546063913545694,46.99606239236271,53.824083008062644,54.915152467960134,52.38287794509855
oo,54.471091286274216,55.319056310006104,52.93275299248274,55.35313177675619,55.85947531334485,52.172133993324735,51.939181291734585,57.68974292896297,53.824083008062644,48.59351560807725,52.3008835232101,55.07604278148738
uh,53.46513480959985,51.2775985712154,49.912540989697256,53.06630145366952,56.851612773874066,53.87651040751826,53.913757251733486,59.68934700292143,54.915152467960134,52.3008835232101,48.67199144054042,59.24112780136743
uw,59.460151325376934,60.15881690102802,57.418256378324294,61.02397549790067,55.87212068131225,54.581538588246794,56.92842153937575,55.7487795967999,52.38287794509855,55.07604278148738,59.24112780136744,50.93271422938619
