,ae,ah,aw,eh,ei,er,ih,iy,oa,oo,uh,uw
ae,31.30669379852927,39.117847693803895,40.83038985448442,33.12053886944661,40.08452623524056,41.51963682978698,35.165644764583064,45.00633543446317,45.38368713412277,40.47211664964068,38.90906457910896,47.944079449108266
ah,39.117847693803895,33.165176390588655,34.90104739441572,38.23933120922665,45.65732120154377,42.12977701574372,43.55652708912881,50.092304108045354,43.82203881627995,40.11036611800287,34.5305597997237,47.958546916517086
aw,40.83038985448442,34.90104739441572,31.946378551943262,40.719169088874104,46.43382616382851,41.76508288494605,44.15283776498433,49.91718973619056,40.6760869647433,37.72616073283848,33.992163191637,45.31676204724934
eh,33.12053886944661,38.23933120922665,40.719169088874104,30.27676460067326,39.26769293567909,39.74236265347642,33.84559360746176,44.63649369046898,44.42211449247933,38.161960689864976,36.05438931748965,46.936465874086046
ei,40.08452623524056,45.65732120154377,46.43382616382852,39.26769293567909,30.376557310036162,40.139288212982606,37.489441581216276,35.626382770008966,41.65105174917675,42.621520738115755,43.63822324178006,42.80909838550808
er,41.51963682978698,42.12977701574372,41.76508288494604,39.74236265347642,40.139288212982606,32.88368700573842,40.50135352835683,44.19276434722271,39.92644643305941,37.80629821474657,39.20150856791218,40.5479512446623
ih,35.165644764583064,43.55652708912881,44.15283776498434,33.845593607461765,37.489441581216276,40.50135352835683,29.12096008488991,38.89871062234135,44.30783698334902,37.575857819487524,39.714151316249705,44.07804995020464
iy,45.00633543446317,50.09230410804536,49.91718973619056,44.63649369046898,35.626382770008966,44.19276434722271,38.89871062234135,31.807714752796375,44.83090425579328,44.90713025932732,47.82415754808769,41.91442299089017
oa,45.38368713412277,43.82203881627995,40.6760869647433,44.42211449247934,41.651051749176744,39.92644643305941,44.30783698334901,44.83090425579328,31.266369014378018,39.02423520543686,40.547136855822224,36.08338141933919
oo,40.47211664964068,40.11036611800287,37.72616073283848,38.161960689864976,42.62152073811577,37.80629821474657,37.57585781948752,44.90713025932731,39.02423520543686,30.408864050104896,33.927110257222544,39.43306295242372
uh,38.909064579108964,34.5305597997237,33.992163191637005,36.05438931748965,43.63822324178006,39.20150856791218,39.714151316249705,47.8241575480877,40.547136855822224,33.927110257222544,29.966543720590774,44.26114606335454
uw,47.944079449108266,47.958546916517086,45.316762047249334,46.936465874086046,42.80909838550808,40.5479512446623,44.07804995020463,41.91442299089017,36.0833814193392,39.43306295242372,44.26114606335454,33.044077430456255
