,ae,ah,aw,eh,ei,er,ih,iy,oa,oo,uh,uw
ae,34.82189815724735,40.16334274418064,41.55699274303467,38.8591824708133,42.89772605450349,43.50797620643021,39.31880950796583,45.107899710492156,46.15474367430004,44.08803568029547,42.14514884558769,47.63488202135335
ah,40.16334274418064,32.39908251837105,35.15827060926422,39.62061730661593,44.15516610703465,42.19088485859462,43.09935468637474,46.272811012073255,43.22151760497612,42.456512877804975,35.54314849804945,45.805345674326176
aw,41.55699274303467,35.15827060926422,34.14188153686817,41.897063146178475,45.12676405810894,42.560478540530895,44.55939828609711,47.08438700089799,42.594686294313334,41.993192018841974,37.49802902874533,45.47090212379209
eh,38.8591824708133,39.62061730661593,41.89706314617847,35.11087593628099,42.41863944450581,42.17911725872316,39.67475620604264,45.575300725856216,45.14927444192999,43.691957429420675,39.91200394468223,47.33415470721679
ei,42.89772605450349,44.155166107034646,45.12676405810894,42.41863944450581,31.505895865384893,41.64744648644213,41.06721321201542,37.71165616232958,40.424571179957894,45.602839298056594,44.29002663304539,42.994879033564224
er,43.50797620643021,42.19088485859462,42.560478540530895,42.179117258723174,41.64744648644213,33.531505733622126,43.363823219674956,43.79610753521276,41.17121497919207,42.52036749514072,43.133995762940145,42.21591878906935
ih,39.31880950796583,43.09935468637474,44.5593982860971,39.67475620604264,41.067213212015425,43.363823219674956,34.316360116624566,40.393396319802484,45.313432391683875,41.21322830709992,41.93355607599747,44.41975591070454
iy,45.10789971049216,46.272811012073255,47.08438700089799,45.57530072585622,37.71165616232959,43.79610753521276,40.393396319802484,32.01759353277792,43.822922855816934,45.52031241385091,46.781499867950075,40.538931650877146
oa,46.15474367430004,43.22151760497613,42.59468629431334,45.14927444193,40.424571179957894,41.17121497919209,45.31343239168388,43.822922855816934,32.37168766797998,42.971851572234826,43.504722557358356,38.7951945923295
oo,44.08803568029547,42.456512877804975,41.993192018841974,43.691957429420675,45.602839298056594,42.52036749514072,41.213228307099925,45.52031241385091,42.971851572234826,35.37581318173876,39.62295312528369,42.129483702235746
uh,42.145148845587684,35.54314849804945,37.49802902874533,39.91200394468224,44.29002663304539,43.133995762940145,41.93355607599748,46.78149986795007,43.504722557358356,39.62295312528369,32.85801851340434,45.929378449565434
uw,47.634882021353356,45.805345674326176,45.47090212379209,47.33415470721679,42.994879033564224,42.21591878906935,44.41975591070454,40.538931650877146,38.795194592329494,42.12948370223574,45.929378449565434,35.05989452236726
