,ae,ah,aw,eh,ei,er,ih,iy,oa,oo,uh,uw
ae,35.09250565152614,41.47210313350287,42.53820456189313,36.77491291565227,43.37309669014229,44.117968874807644,38.78040484603467,45.743590364004326,46.9326293518139,43.60439664770764,42.07413924856324,48.06187555850558
ah,41.47210313350287,35.60922439344563,37.54505653644002,41.135249867797555,46.76553861760059,44.96994177077692,44.54475396797083,48.9460395474532,45.90031805072083,43.13950253163501,37.54253766028429,47.73774410546803
aw,42.53820456189313,37.54505653644002,35.521647002990065,42.94735706840307,47.25446654723824,44.6428683782197,45.043225257890285,48.79643146435571,44.008465069687,41.65455860624677,37.83476329404336,46.13555783870064
eh,36.77491291565227,41.135249867797555,42.94735706840307,33.47339592965317,43.26471380147214,43.38664079252989,37.837982330700214,45.719615101584715,46.519059419658504,42.11504161959749,39.81012926926656,47.421455488130036
ei,43.3730966901423,46.76553861760059,47.25446654723824,43.26471380147214,34.24209358463403,44.13335117050462,42.47825201044954,40.59066995678739,43.632017986499086,46.595668685308354,46.4702449828478,45.29346300006978
er,44.117968874807644,44.96994177077693,44.6428683782197,43.38664079252989,44.13335117050462,35.45159506027665,44.301194949076596,46.24636587380789,43.836422239568904,43.08874170338695,44.069437671782396,44.231829222075035
ih,38.78040484603466,44.54475396797083,45.043225257890285,37.83798233070022,42.47825201044954,44.301194949076596,33.22500212889607,41.59909909761332,46.52462620581208,40.83372921965252,41.99476514471791,45.75569725416294
iy,45.743590364004326,48.94603954745321,48.79643146435571,45.719615101584715,40.59066995678739,46.24636587380789,41.59909909761331,34.635027162434234,46.369974667354874,46.62129730770565,48.090992460409865,43.48611237079111
oa,46.9326293518139,45.90031805072082,44.008465069687,46.519059419658504,43.632017986499086,43.836422239568904,46.52462620581208,46.369974667354874,35.62650534642008,43.034824977743774,44.48528501766118,40.3695346699534
oo,43.60439664770764,43.139502531635,41.65455860624677,42.1150416195975,46.59566868530837,43.08874170338695,40.83372921965252,46.62129730770565,43.03482497774378,35.135866452992616,38.982824640043376,42.59936614592601
uh,42.07413924856324,37.54253766028429,37.83476329404336,39.81012926926656,46.4702449828478,44.069437671782396,41.99476514471791,48.090992460409865,44.48528501766117,38.982824640043376,34.108082812785774,45.798328202453604
uw,48.061875558505584,47.73774410546803,46.13555783870065,47.421455488130036,45.29346300006978,44.23182922207503,45.75569725416293,43.48611237079111,40.36953466995341,42.59936614592601,45.798328202453604,37.04764051242475
